Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3nPpCn5nYTMg0ajmzv57Jq,"Lights - Bassnectar Remix","Lights (The Remixes Part 1)","Ellie Goulding;Bassnectar",2011-01-01,276560,47,false,,2025-07-29T00:09:15Z,"dubstep,bass music,dub","Polydor Records",0.528,0.775,1,-4.877,1,0.0285,0.00356,0.542,0.778,0.261,140.015,4
spotify:track:5F65SKdHWD9l4Nl4kgMcWG,"Outside (feat. Ellie Goulding) - Hardwell Remix","Outside (feat. Ellie Goulding) [Remixes]","Calvin Harris;Ellie Goulding;Hardwell",2015-04-12,296240,33,false,,2025-07-29T00:08:52Z,"edm,big room,progressive house,techno","Columbia",0.512,0.986,2,-3.04,0,0.0387,0.000678,0.00357,0.0463,0.167,127.997,4
spotify:track:5ZduaRci3iNUiDfJbBfAaf,"Give It To Me - Full Vocal Mix","Give It To Me (Full Vocal Mix)","Matt Sassari",2021-10-22,102860,78,false,,2025-07-29T00:07:37Z,"tech house","Cr2 Records",0.874,0.869,1,-5.996,0,0.0315,0.00116,0.00238,0.164,0.726,126.027,4
spotify:track:5CaUUACiQFEf4zR5WoeIrp,"If U Need It","If U Need It","Sammy Virji",2023-11-03,179999,72,false,,2025-07-29T00:07:11Z,"uk garage,bassline,bass house,house","Capitol Records UK",0.842,0.705,10,-5.713,0,0.26,0.113,0.000324,0.0891,0.233,132.155,4
spotify:track:39glDGcpBhLVMSsQhvtqHR,"I Only Smoke When I Drink","I Only Smoke When I Drink","nimino",2024-08-22,198425,77,false,,2025-07-28T23:45:46Z,"stutter house,melodic house","Counter Records",0.88,0.729,11,-6.378,0,0.176,0.334,0.0113,0.185,0.246,127.028,4
spotify:track:0FCABIXhXHI4mi0qao8gTR,"SAFE WITH ME (SECRETOS)","SAFE WITH ME (SECRETOS)","Jhay Rivas",2024-03-15,226000,68,false,,2025-07-28T23:33:40Z,"stutter house","ALT:Vision Records",0.535,0.769,5,-7.017,0,0.0399,0.302,0.0434,0.131,0.0972,132.049,4
spotify:track:21pN6f1lJT7Hwc8zDllsUR,"IN THIS DARKNESS","IN THIS DARKNESS","Ecchi.mp4",2025-07-11,181681,59,false,,2025-07-28T22:57:55Z,"","Thirty Knots",0.809,0.842,11,-5.231,1,0.155,0.0824,0.0546,0.0892,0.321,140.004,4
spotify:track:4aOvvJVKFk5GSq9UNjQuqF,"SOLITU","SOLITU","VIER;Machinedrum;Thys;Holly;Salvador Breed",2025-07-24,210422,21,false,,2025-07-28T22:57:43Z,"uk garage,breakbeat,footwork,idm,glitch,drumstep,bass music","VISION",0.65,0.971,11,-4.317,0,0.0786,0.0308,0.653,0.664,0.384,141.882,4
spotify:track:0v1eGmgHINp7nB4233uAT8,"The Operators","The Operators","Medicine Place;Salty",2025-05-16,178285,30,false,,2025-07-23T04:14:23Z,"bass music,dubstep","Drama Club Recordings",0.713,0.718,11,-5.983,1,0.0395,0.0173,0.791,0.0782,0.0931,140.033,4
spotify:track:3VeQLLf90BLE16lt6UBU5l,"Booo","All In","Know Good",2025-07-07,75692,26,false,,2025-07-23T04:13:59Z,"","KNOW GOOD LLC",0.729,0.251,1,-13.828,1,0.326,0.419,0.267,0.187,0.361,130.066,4
spotify:track:0SG3beN2W0xyWqtyrDJiNB,"Carmen","Born To Die (Bonus Track Version)","Lana Del Rey",2012-01-30,248720,39,false,,2025-07-23T01:34:32Z,"","Polydor Records",0.487,0.426,1,-9.56,0,0.0317,0.0879,0.000392,0.128,0.0376,100.056,4
spotify:track:0gEyO2M3A8wDCRVsoGGUtE,"All Mine","All Mine","Nowhere;Nightsub;Klinac",2025-07-14,270775,2,false,,2025-07-22T08:21:45Z,"neo-psychedelic,hard house,bass house,bounce,drum and bass","Hoofbeats Music",0.529,0.952,7,-2.607,0,0.315,0.00252,0.792,0.252,0.149,173.971,4
spotify:track:77JQfYnlBwGjC2GCvWdkPX,"Enough","Enough","Captain Bass;REPAIR;Mikeyy",2025-07-15,209655,33,false,,2025-07-22T08:20:16Z,"drum and bass,bassline,rally house","Pilot.",0.576,0.911,7,-2.089,1,0.0589,0.000914,0.000017,0.188,0.0535,173.965,4
spotify:track:6a7PmyP5DI0pcxzggmayAW,"Love Is The Answer","Love Is The Answer","1991;Mugatu;Mali-Koa",2025-07-18,199310,54,false,,2025-07-22T08:19:55Z,"drum and bass,liquid funk,stutter house","1991",0.558,0.947,2,-0.178,0,0.0375,0.00276,0,0.725,0.0955,173.944,4
spotify:track:2YDvxAG8N8G30b77cKlgM8,"Fuego","Fuego","Dogger;Mindstate",2025-04-18,201000,31,false,,2025-07-22T08:17:22Z,"liquid funk,drum and bass,jungle","DnB Allstars",0.742,0.942,11,-3.036,0,0.049,0.000935,0.437,0.114,0.477,86.999,4
spotify:track:1D6aAwC1ue3qcIDl2UMWZC,"PROFITS","SOMETHING ELSE","Blurrd Vzn",2025-05-30,178294,22,false,,2025-07-22T08:16:49Z,"bass music,dubstep,riddim","MONTA",0.743,0.732,2,-8.861,1,0.355,0.127,0.431,0.35,0.227,139.896,4
spotify:track:2kqKsdnfgTraa9v4adnadN,"PUT IT DOWN","PUT IT DOWN","Angrybaby",2025-03-28,130434,67,false,,2025-07-21T23:24:44Z,"stutter house","TH3RD BRAIN",0.72,0.56,6,-7.586,0,0.103,0.496,0.39,0.133,0.345,138.088,4
spotify:track:234SaqlzLfKAsE6gsmvMnR,"Victory Lap Five","Victory Lap","Fred again..;Skepta;PlaqueBoyMax;Denzel Curry;Hanumankind;That Mexican OT;D Double E;LYNY",2025-07-09,344571,73,true,,2025-07-21T23:24:18Z,"stutter house,house,grime,uk grime,malayalam hip hop,desi hip hop,drum and bass,bass music,dubstep","Atlantic Records UK",0.858,0.811,8,-2.315,1,0.0528,0.259,0.00000183,0.0799,0.572,140.04,4
spotify:track:1FTqW2hNkn4AVsgOoHeWQ3,"Respect the Past, Create the Future","Respect the Past, Create the Future","ZIONOV ND",2019-10-15,254985,26,false,,2025-07-21T23:21:09Z,"drum and bass","1009747 Records DK",0.415,0.98,4,-1.901,0,0.532,0.0344,0.328,0.286,0.483,173.965,4
spotify:track:1WcsD2m6UMnzKUNOuVxMjC,"GO! - ShockOne Remix","GO! (ShockOne Remix)","Montell2099;Sam Bruno;ShockOne",2024-12-13,183448,32,false,,2025-07-19T20:56:45Z,"drum and bass,liquid funk,drumstep,dubstep","Gud Vibrations",0.496,0.951,1,-0.392,0,0.068,0.000403,0.01,0.122,0.071,173.966,4
spotify:track:78YTJatFMHPwI1JqMWLIjB,"Twerp","Twerp","Waeys;Bensley;Hoax",2025-01-31,219428,41,false,,2025-07-19T20:55:25Z,"drum and bass,liquid funk,jungle","Monstercat",0.731,0.827,8,-3.395,1,0.0535,0.00866,0.852,0.0983,0.371,87.475,4
spotify:track:5VEFvinD436JLHYunYwv0p,"IDGAF","IDGAF","Anaïs;hayve",2025-01-29,216685,28,false,,2025-07-19T20:54:52Z,"drum and bass,jungle,drumstep","Monstercat",0.688,0.897,1,0.444,1,0.215,0.00375,0.829,0.207,0.234,175.023,4
spotify:track:1izuRflozO3h1Fd8dnBRgq,"murda","murda","KLØCKT",2024-06-10,141857,29,false,,2025-07-19T20:35:26Z,"","KLØCKT",0.732,0.598,4,-6.434,0,0.193,0.247,0.0229,0.105,0.227,140.032,4
spotify:track:3vhiiNpxtmb4Caid7Mgz0n,"Smack the Underground","Smack the Underground","Bloody Boy",2025-05-09,155127,15,false,,2025-07-19T20:29:23Z,"g-house,bass house","Moretin",0.763,0.931,10,-6.096,0,0.143,0.00788,0.779,0.168,0.538,132.058,4
spotify:track:0IaQfOsYjYWm48e792RlVV,"Grove St. Party (feat. Kebo Gotti) [Super Future Remix]","Grove St. Party (feat. Kebo Gotti) [Super Future Remix]","Waka Flocka Flame;Kebo Gotti;Super Future",2025-06-13,181714,44,true,,2025-07-19T19:32:49Z,"bass music","Spinnin' Records",0.687,0.717,2,-5.277,1,0.09,0.0094,0,0.117,0.179,140.021,4
spotify:track:19UaqepYIck2d0MnbimmaS,"Love Drop","Multidimensional","Equanimous;HYPERLIGHT;KÄTĒRI",2024-06-21,213395,31,false,,2025-07-19T06:40:56Z,"","High Vibe Records",0.911,0.555,2,-5.416,1,0.0488,0.0854,0.0129,0.0567,0.182,128.052,4
spotify:track:5QoS2okV1IDIaBrYxGPBQq,"In My Mind","In My Mind","HYPERLIGHT",2025-05-02,236800,10,false,,2025-07-19T06:39:35Z,"","Lunar Bass Records",0.672,0.844,5,-4.03,1,0.0592,0.0147,0.00986,0.149,0.393,74.99,4
spotify:track:5Un5Vw3KuujeSQhjxAUgF8,"smoke","smoke","womp",2025-06-13,151419,21,false,,2025-07-19T06:39:17Z,"","Liminal Bass Records",0.676,0.882,11,-5.216,1,0.0649,0.000866,0.0319,0.136,0.391,139.959,4
spotify:track:5DMrREzztuMUkLMDjMpJNY,"Trampoline - Jauz Remix","Melt (Deluxe)","SHAED;Jauz",2019-12-27,236170,20,false,,2025-07-19T06:33:39Z,"bass house,edm,future house,dubstep,electro house","Photo Finish Records",0.49,0.606,7,-6.604,0,0.0424,0.169,0.00106,0.0704,0.119,126.553,4
spotify:track:5H619YNMOXIuitwd3AcAdL,"Call My Name (feat. Sofiloud)","Call My Name (feat. Sofiloud)","Alle Farben;Sofiloud",2024-09-13,144379,48,false,,2025-07-19T06:24:54Z,"","Warner Music Central Europe",0.661,0.923,5,-5.768,0,0.0831,0.00371,0.000196,0.132,0.427,128.064,4
spotify:track:68kQQv6idXUcXIf1n59Y3i,"Blinding Lights - Major Lazer Remix","Blinding Lights (Major Lazer Remix)","The Weeknd;Major Lazer",2020-03-31,197961,41,false,,2025-07-19T06:21:29Z,"moombahton","Republic Records",0.682,0.725,0,-4.959,0,0.111,0.359,0.000316,0.571,0.679,112.24,5
spotify:track:29Dvkvp7Wgd1VJdDvVJlvf,"Crusade","Crusade","Marshmello;SVDDEN DEATH",2020-02-25,171428,51,true,,2025-07-19T00:05:15Z,"edm,riddim,deathstep,dubstep,bass music","Joytime Collective",0.618,0.98,9,-0.842,0,0.0777,0.0266,0.516,0.328,0.488,140.003,4
spotify:track:76I3PmbGZazzNlEwlp1y85,"Lone Wolf","Lone Wolf","Zomboy",2018-11-16,256500,50,false,,2025-07-19T00:00:10Z,"dubstep,riddim,dub,deathstep,drumstep,bass music,edm","Never Say Die Records",0.502,0.981,1,-1.573,1,0.0616,0.00177,0.4,0.154,0.208,150.013,4
spotify:track:7a1W1k4wUNrBHDlvlpiwvV,"Messin' Me Up - Buunshin Remix","Messin' Me Up (Buunshin Remix)","What So Not;EVAN GIIA;Buunshin",2025-03-14,196046,36,false,,2025-07-18T23:46:22Z,"future bass,drum and bass,liquid funk,drumstep","Sweat It Out",0.582,0.917,7,-1.634,1,0.0636,0.00359,0.0865,0.172,0.304,85.991,4
spotify:track:6ukhs32GxwnQBLR1Wwkuc3,"Distance - Buunshin Remix","Distance (Buunshin Remix)","Apashe;Buunshin",2021-01-08,226046,46,false,,2025-07-18T23:46:06Z,"drum and bass,liquid funk,drumstep","Kannibalen Records",0.422,0.776,0,-2.675,1,0.0611,0.00498,0.438,0.452,0.138,171.93,4
spotify:track:7bdrLCxipElbEBclgtdqzm,"ESP","ESP","Black Sun Empire;State of Mind",2022-07-01,305581,13,false,,2025-07-18T23:45:14Z,"drum and bass,jungle,drumstep","Blackout Music NL",0.427,0.965,1,-1.009,1,0.0718,0.0000579,0.807,0.119,0.128,171.937,4
spotify:track:0Q8shsMDArkoHTyf5jGyri,"The Greatest Trick","The Greatest trick","Enei",2022-01-18,340250,18,false,,2025-07-18T23:43:31Z,"drum and bass,liquid funk,jungle,drumstep","Critical Music",0.592,0.939,11,0,1,0.128,0.0015,0.883,0.0963,0.157,175.042,4
spotify:track:7rvuYK42OeSRetSdsEIAaM,"Vibrate","Night Train","Teddy Killerz",2022-01-27,257114,19,false,,2025-07-18T23:42:53Z,"drum and bass,drumstep","Souped Up Records",0.61,0.972,10,-1.228,0,0.175,0.0786,0.332,0.329,0.0396,174.99,4
spotify:track:5pG9zfcNqMZZ5oVvWGK11g,"PATTERN - Lodgerz Remix","PATTERN (Lodgerz Remix)","Basstrick;Rav Steelo;Lodgerz",2024-09-13,142930,19,true,,2025-07-18T08:34:23Z,"bass house,g-house,uk drill,latin house,afro house,electro house,techengue","WARNER MUSIC FRANCE",0.796,0.946,2,-4.76,1,0.0969,0.00668,0.0219,0.0724,0.826,138.13,4
spotify:track:2B0xsnWUjm7cPLs9gGoepp,"On & On","On & On","Sub Focus;bbyclose",2025-03-14,184827,68,false,,2025-07-18T08:14:08Z,"drum and bass,liquid funk","Positiva",0.628,0.94,3,0.113,0,0.0887,0.0994,0.00989,0.204,0.359,173.996,4
spotify:track:2JmehF0Ar9rbIyqgFP58Pl,"Genesis","Genesis","Subsonic",2024-10-18,223448,44,false,,2025-07-17T06:13:53Z,"drum and bass,bassline","Subsonic : Frequencies",0.672,0.984,5,-2.098,1,0.0625,0.005,0.873,0.214,0.167,174.03,4
spotify:track:6vL7Q6Mlp6Hh5cGlBzRSjn,"FACE2FACE","FACE2FACE","REAPER;AC13;Hedara",2025-05-23,188965,36,false,,2025-07-17T06:13:22Z,"drum and bass,drumstep,dubstep,bassline,jungle,hypertechno","High Tea Music",0.408,0.908,2,-2.705,1,0.0682,0.000527,0.0605,0.37,0.341,173.834,4
spotify:track:6f9bZIy5qHmlskwuxzeOMM,"Power","Second Nature","Netsky;Urbandawn",2020-10-30,226206,46,false,,2025-07-17T06:12:32Z,"drum and bass,liquid funk,chillstep","Hospital Records",0.548,0.92,11,-0.81,1,0.0647,0.0000675,0.877,0.0592,0.358,173.993,4
spotify:track:1iES2GLJnnPzP1TfT8ntyh,"Break It Down (feat. Emily Makis)","Break It Down (feat. Emily Makis)","Wilkinson;Emily Makis",2024-07-31,172413,44,false,,2025-07-17T06:11:49Z,"drum and bass,liquid funk","BMG Rights Management (UK) Ltd.",0.705,0.906,8,-2.009,0,0.0745,0.119,0.00236,0.634,0.207,86.979,4
spotify:track:1bMKSMqCIvO6Ig2dQKogyr,"Triggers - Rebel Scum Remix","Triggers (Rebel Scum Remix)","A.M.C;Rebel Scum",2024-06-21,178285,29,false,,2025-07-17T06:08:05Z,"drum and bass,bassline,dubstep","Titan Records",0.49,0.961,11,-0.838,0,0.0582,0.000103,0.923,0.0724,0.0397,174.939,4
spotify:track:40hZptqn9d5ERFFL3V4Nl1,"OMGF","OMGF / DOYU","SMG",2024-05-31,292413,16,false,,2025-07-17T06:07:40Z,"drum and bass","Overview Music",0.826,0.775,11,-2.562,1,0.23,0.00866,0.837,0.0529,0.571,174.011,4
spotify:track:4gWmR5ItoCDX81ZMz33nRC,"Broke Me","Broke Me","Pristage",2024-06-21,226046,7,false,,2025-07-17T06:06:54Z,"drum and bass,liquid funk","DnB Active Records",0.668,0.747,4,-5.06,0,0.0448,0.0493,0.382,0.18,0.319,86.037,4
spotify:track:4ygxqBnX7OFvn01U3bCpdf,"Streetstyle","Streetstyle","WonkyWilla",2024-02-23,150857,43,false,,2025-07-17T06:06:14Z,"","Wonkys Factory",0.805,0.674,7,-7.222,0,0.0539,0.00464,0.595,0.607,0.224,139.972,4
spotify:track:2RxDAFchouApF3yUwE6gxE,"See In Color","See In Color","Wax Motif;220 KID",2022-11-04,154960,48,false,,2025-07-17T06:03:25Z,"bass house,g-house,tech house","Insomniac Records",0.767,0.862,10,-6.907,0,0.0435,0.158,0.000477,0.174,0.548,127.028,4
spotify:track:256sdJU0D1k9sLHmZ6FtI4,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Wellerman - The Album","Nathan Evans;220 KID",2022-11-04,117773,59,false,,2025-07-17T06:02:53Z,"sea shanties","Electrola",0.712,0.901,1,-3.389,1,0.0347,0.0338,0.00131,0.0644,0.565,119.959,4
spotify:track:5jZioSn48hpM4RITu5NJuk,"Got Nothing - Bou Remix","Got Nothing","Niterider;Bou",2018-06-05,263324,7,false,,2025-07-17T06:02:01Z,"drum and bass,bassline,jungle","Diamond Audio",0.609,0.953,0,0.407,1,0.0613,0.00064,0.196,0.144,0.296,175.017,4
spotify:track:0oE4GfKVBFYYUYAPDNMZFc,"There In 10","X12","A.M.C",2025-03-14,246896,36,false,,2025-07-17T05:59:03Z,"drum and bass,bassline","Titan Records",0.682,0.962,1,0.834,1,0.067,0.00772,0.00408,0.358,0.285,87.034,4
spotify:track:1Q65WyMN8VPsE6cM7uPggM,"Slicer","Slicer EP","MNDSCP",2021-01-22,223448,1,false,,2025-07-17T05:58:27Z,"drum and bass","Eatbrain",0.713,0.882,1,-0.74,1,0.15,0.00409,0.719,0.672,0.469,174.122,4
spotify:track:1nEGQ6OwY1lEicev6oWOxC,"Harter Street VIP","Harter Street VIP","SOTA",2023-05-05,143448,31,false,,2025-07-17T05:54:03Z,"drum and bass,bassline","Elevate Records",0.619,0.978,6,-1.087,1,0.131,0.00177,0.0405,0.274,0.228,174.041,4
spotify:track:2xhLGttwZtQ9ABLVfgOKCW,"Hysteria","Acid Disk","G Jones;Eprom",2017-10-27,334352,14,false,,2025-07-17T05:39:16Z,"bass music,glitch,drumstep,dubstep","Illusory Records",0.457,0.984,9,-6.14,1,0.229,0.00391,0.608,0.602,0.0497,124.016,4
spotify:track:3FF8NO6VX0fOks889m6h4z,"Neiges","Neiges / La Fournaise","IMANU;The Caracal Project",2022-01-04,159069,25,false,,2025-07-17T05:38:46Z,"drum and bass,drumstep,liquid funk","Critical Music",0.463,0.989,10,0.478,0,0.108,0.101,0.862,0.147,0.241,108.598,5
spotify:track:1tizvE0zGnwDW2aIdDw6N2,"The Weapon","Set It Off / The Weapon","Kanine",2022-03-18,202758,21,false,,2025-07-17T05:35:49Z,"drum and bass,bassline,liquid funk","Unleashed",0.433,0.945,1,-2.767,1,0.0685,0.00147,0.878,0.2,0.114,116.128,5
spotify:track:6nXE2dl3Hwvn1attKEYATn,"Barbarian","Dark Age","Burr Oak",2021-04-09,272085,4,false,,2025-07-17T05:33:27Z,"drum and bass","Eatbrain",0.613,0.978,1,-1.187,1,0.289,0.000325,0.677,0.111,0.233,171.895,4
spotify:track:2OC13QsL0wf4WjNsm3ZvNk,"Mind Trap","Mind Trap","Rillium",2020-11-02,223255,1,false,,2025-07-17T05:32:27Z,"drum and bass","Blackout Music NL",0.551,0.796,9,-3.442,1,0.0542,0.0052,0.261,0.137,0.145,172.043,4
spotify:track:6PbnIAQiytjSG0RwQhN8Iw,"Deus","Analog","Misanthrop",2019-11-08,175014,20,false,,2025-07-17T05:31:07Z,"drum and bass,drumstep","Neosignal Recordings",0.503,0.61,0,-2.443,1,0.49,0.0816,0.00121,0.0982,0.12,171.925,4
spotify:track:4snyncfILKHTPxDWyZaOKy,"Suspect","Descend","Pythius",2018-04-13,326896,5,false,,2025-07-17T05:28:35Z,"drum and bass,drumstep","Blackout Music NL",0.65,0.908,1,-1.115,1,0.0704,0.00806,0.455,0.146,0.104,174.004,4
spotify:track:10z1zPYdvTBnNo24aNKiUi,"Beat Down","Murder Mile","Prolix;DC Breaks",2019-05-27,331034,19,false,,2025-07-17T05:27:58Z,"drum and bass,drumstep,liquid funk","Blackout Music NL",0.459,0.993,0,-1.392,1,0.201,0.000087,0.545,0.153,0.19,173.984,4
spotify:track:7613sOJPEi9QJ3r1afhJbV,"Beat Down VIP","The Message VIP / Beat Down VIP","Prolix;DC Breaks",2020-08-10,211034,23,false,,2025-07-17T05:27:52Z,"drum and bass,drumstep,liquid funk","Blackout Music NL",0.434,0.994,0,-1.424,1,0.203,0.0000982,0.236,0.227,0.188,173.999,4
spotify:track:6DOMNAbOiIBDEsOB123aPB,"Headroom - Audio VIP","Peepshow / Headroom (Remix)","Cause4Concern;Audio;VIP",2013-10-06,320005,27,false,,2025-07-17T05:27:18Z,"drum and bass,jungle,drumstep,hiplife,azonto,highlife,ghanaian hip hop,afrobeats","Virus Recordings",0.557,0.951,1,-3.035,1,0.166,0.000132,0.289,0.226,0.105,174.006,4
spotify:track:5FgIUd4M9uWiLYiMdv8saP,"The Veil","The Wrong Room (Deluxe Edition)","Black Sun Empire;Noisia",2018-04-20,298391,22,false,,2025-07-17T05:26:38Z,"drum and bass,jungle,drumstep,dubstep,breakbeat,bass music","Blackout Music NL",0.355,0.969,2,-2.195,1,0.0788,0.00159,0.676,0.0744,0.216,107.503,3
spotify:track:1gZQ8WIyZCNfw7jtjXvTbJ,"Periodicity","Deadly Toys","Current Value",2017-12-21,294618,6,false,,2025-07-17T05:25:37Z,"drum and bass,drumstep,jungle","Invisible",0.56,0.872,1,-4.291,1,0.317,0.0000226,0.528,0.0728,0.365,172.055,4
spotify:track:2RjWCcfCOMzKeRJzeoe4h6,"Dead Limit","Dead Limit","Noisia;The Upbeats",2015-08-31,361395,41,false,,2025-07-17T05:24:52Z,"drum and bass,drumstep,dubstep,breakbeat,jungle,bass music,liquid funk","Vision Recordings",0.608,0.975,1,-2.008,1,0.287,0.004,0.787,0.125,0.0691,172.106,4
spotify:track:1GwSrpsebRDRmy25PHqyUD,"Sex Sells","Sex Sells / Nordwand","Phace;Misanthrop",2014-09-12,248982,23,false,,2025-07-17T05:23:55Z,"drum and bass,drumstep,jungle","Neosignal Recordings",0.539,0.97,11,-0.341,1,0.0554,0.000034,0.287,0.0355,0.486,172.039,4
spotify:track:54nnRIzEXNdM5Dq7N4ve3M,"Bad Thoughts","Bad Thoughts","Tom Finster",2025-05-20,179599,26,false,,2025-07-17T05:11:18Z,"drum and bass,drumstep","Pilot.",0.621,0.939,1,-1.411,1,0.143,0.0322,0.00054,0.171,0.431,85.851,4
spotify:track:4DHATlv5A1Gs9pMaWSHDMb,"I'm Fine - IMANU Remix","I'm Fine (IMANU Remix)","Apashe;High Klassified;Cherry Lena;IMANU",2021-02-04,243977,58,false,,2025-07-17T05:01:16Z,"drum and bass,drumstep","Kannibalen Records",0.669,0.919,10,-2.888,0,0.0652,0.278,0.0343,0.0934,0.514,121.047,4
spotify:track:2dpnKA2CVuFwJrgY4AHAZC,"Tremble (ft. Kim English) - MPH Remix","Tremble (ft. Kim English)","Yolanda Be Cool;MPH",2025-02-21,175647,29,false,,2025-07-17T03:18:10Z,"uk garage,bassline,bass house,rally house","Black Book Records",0.815,0.91,10,-5.424,0,0.248,0.25,0.011,0.133,0.623,135.027,4
spotify:track:0ZNjFckxVac5viFxRJZxZX,"Absolute Cinema","Absolute Cinema","Thriftworks",2025-06-13,208421,19,false,,2025-07-17T03:09:09Z,"glitch,downtempo","Thriftworks",0.628,0.441,1,-9.904,0,0.038,0.411,0.0172,0.217,0.367,151.84,4
spotify:track:7GtmVIo5AP6uIuqqASO7UG,"Bag","Bag","Know Good;Aaron Page",2025-03-17,161666,35,true,,2025-07-17T03:06:07Z,"sexy drill","KNOW GOOD LLC",0.776,0.625,1,-7.208,1,0.269,0.0293,0,0.168,0.391,143.887,4
spotify:track:0gkwto0Jdn9lMPJV8gkgQA,"WANTS/NEEDS","WANTS/NEEDS","Cozy Kev",2025-06-04,157714,28,false,,2025-07-17T03:03:18Z,"lo-fi beats","Wubaholics",0.737,0.576,2,-7.505,1,0.0676,0.0323,0.205,0.05,0.295,139.902,4
spotify:track:4KhRWoHADmwstsvqy5pOpN,"Living Backwards","All In","Know Good;JEANLOUIS",2025-07-07,237882,37,false,,2025-07-17T02:49:23Z,"","KNOW GOOD LLC",0.729,0.599,9,-11.121,0,0.107,0.768,0.622,0.105,0.0965,170.003,4
spotify:track:2kbLN9PA2BwO9CCi5uHBWg,"Crocodile","Crocodile","Know Good;JEANLOUIS",2025-06-09,146666,37,false,,2025-07-17T02:46:58Z,"","KNOW GOOD LLC",0.76,0.576,11,-4.85,1,0.379,0.0966,0.000102,0.237,0.472,180.082,4
spotify:track:2lDO5oJW53e4suhBnB2162,"Amnestia","Emanant","CØNTRA",2025-06-03,186857,38,false,,2025-07-17T02:39:23Z,"bass music","CØNTRA",0.699,0.792,4,-5.284,0,0.0271,0.506,0.867,0.0872,0.248,140.011,4
spotify:track:74RQQSGzxODrh57UH2jykM,"Trauma","Trauma","sumthin sumthin",2020-09-02,192000,43,false,,2025-07-17T02:39:10Z,"future bass,bass music","sumthin sumthin",0.521,0.219,5,-10.905,0,0.0289,0.494,0.922,0.117,0.0381,85.046,4
spotify:track:5uMQi8nLTHv9rB6DFvahcA,"Pnnbll","Pnnbll","Spark Master Tape;INDIKKAWCH;Flmmboiint Frdii",2020-04-15,178846,52,true,,2025-07-17T02:32:15Z,"","PAPER PLATOON LLC",0.785,0.41,2,-9.12,1,0.256,0.317,0.00000435,0.156,0.465,77.961,3
spotify:track:65ES1qwOB577ZnTkizMXJJ,"HUMBLE. - SKRILLEX REMIX","HUMBLE. (SKRILLEX REMIX)","Skrillex;Kendrick Lamar",2017-09-29,156800,66,true,,2025-07-17T02:24:36Z,"dubstep,edm,electro,electronic,hip hop,west coast hip hop","Aftermath",0.901,0.934,11,-2.345,1,0.273,0.00794,0.0000768,0.194,0.868,150.037,4
spotify:track:5asZzoghViXgtGoqFT9ORD,"Holy Moly (feat. Young Dro)","MAMA","Phay;Young Dro",2017-01-20,238979,2,true,,2025-07-17T02:12:21Z,"southern hip hop,crunk","Mamathebrand",0.819,0.568,7,-7.473,1,0.488,0.171,0,0.203,0.742,157.397,3
spotify:track:5dwWPdjNXOoEA2w56j1Mnv,"Kanye West","Southsiders (Deluxe Version)","Atmosphere",2014-05-05,241613,23,true,,2025-07-17T02:06:14Z,"underground hip hop,alternative hip hop","Rhymesayers",0.453,0.857,4,-3.43,0,0.048,0.0197,0,0.445,0.165,81.34,4
spotify:track:2HvCL8hgJoHrrGAZEjQ3mM,"Mighty Healthy","Supreme Clientele","Ghostface Killah",2000-02-08,201693,45,false,,2025-07-17T02:03:26Z,"east coast hip hop,hardcore hip hop","Epic/Razor Sharp Records",0.644,0.946,9,-6.674,0,0.406,0.121,0.00000159,0.307,0.53,88.828,4
spotify:track:2y9YzbWR8diwMvbUpafYKQ,"Isbd","Isbd","Zelooperz",2016-01-27,206265,4,true,,2025-07-17T02:01:26Z,"experimental hip hop,alternative hip hop","Bruiser Brigade Records",0.729,0.865,0,-3.979,1,0.289,0.0136,0,0.696,0.386,119.979,4
spotify:track:42hg9qYqXTOVyzaKMFP6Ij,"Pull Up (feat. Gucci Mane)","Black Circle","Money Man;Gucci Mane",2016-01-18,168072,37,true,,2025-07-17T02:00:59Z,"southern hip hop,rap,trap","Black Circle / EMPIRE",0.876,0.449,1,-7.945,1,0.295,0.327,0,0.0723,0.544,130.025,4
spotify:track:0Sxmsu0FjqqxtasyjIjbkh,"Get It Right","Get It Right","Diplo;MØ",2017-11-16,172500,45,false,,2025-07-17T01:59:41Z,"moombahton","DML Music IP",0.464,0.833,0,-4.242,1,0.0981,0.108,0.0000171,0.0592,0.26,159.686,4
spotify:track:4hCeh6yC6VvcKoBBTR3nT5,"STFU","STFU","Jarina De Marco",2017-09-15,192018,14,true,,2025-07-17T01:59:06Z,"","Mad Decent",0.806,0.953,7,-4.349,1,0.137,0.148,0.531,0.19,0.799,135.039,4
spotify:track:53uFSzd19XyMVUYF51DYlR,"Swerve","Starrah X Diplo","Starrah;Diplo",2017-09-22,194231,19,false,,2025-07-17T01:58:47Z,"moombahton","Mad Decent",0.698,0.582,2,-7.026,1,0.0902,0.172,0.0000901,0.112,0.341,150.119,4
